Column1,Data,Dataset_name,Balance_Class,Balance_Sensitive,Fairness_cost_function,Dataset_training_size,Dataset_testing_size,Fairness_cost_multiplier,Dataset_fairness_Demographic_Parity,Report_DNN_Discriminator_Training_Accuracy,Report_DNN_Discriminator_Training_precision,Report_DNN_Discriminator_Training_recall,Report_DNN_Discriminator_Training_f1,Report_DNN_Discriminator_Testing_Accuracy,Report_DNN_Discriminator_Testing_precision,Report_DNN_Discriminator_Testing_recall,Report_DNN_Discriminator_Testing_f1,Report_Predictor_Training_Accuracy,Report_Predictor_Training_precision,Report_Predictor_Training_recall,Report_Predictor_Training_f1,Report_Predictor_Testing_Accuracy,Report_Predictor_Testing_precision,Report_Predictor_Testing_recall,Report_Predictor_Testing_f1,Report_Before_CatBoost_Prediction_Training_Accuracy,Report_Before_CatBoost_Prediction_Training_precision,Report_Before_CatBoost_Prediction_Training_recall,Report_Before_CatBoost_Prediction_Training_f1,Report_Before_CatBoost_Prediction_Testing_Accuracy,Report_Before_CatBoost_Prediction_Testing_precision,Report_Before_CatBoost_Prediction_Testing_recall,Report_Before_CatBoost_Prediction_Testing_f1,Report_After_CatBoost_Prediction_Training_Accuracy,Report_After_CatBoost_Prediction_Training_precision,Report_After_CatBoost_Prediction_Training_recall,Report_After_CatBoost_Prediction_Training_f1,Report_After_CatBoost_Prediction_Testing_Accuracy,Report_After_CatBoost_Prediction_Testing_precision,Report_After_CatBoost_Prediction_Testing_recall,Report_After_CatBoost_Prediction_Testing_f1,Report_Before_CatBoost_Sensitive_Training_Accuracy,Report_Before_CatBoost_Sensitive_Training_precision,Report_Before_CatBoost_Sensitive_Training_recall,Report_Before_CatBoost_Sensitive_Training_f1,Report_Before_CatBoost_Sensitive_Testing_Accuracy,Report_Before_CatBoost_Sensitive_Testing_precision,Report_Before_CatBoost_Sensitive_Testing_recall,Report_Before_CatBoost_Sensitive_Testing_f1,Report_After_CatBoost_Sensitive_Training_Accuracy,Report_After_CatBoost_Sensitive_Training_precision,Report_After_CatBoost_Sensitive_Training_recall,Report_After_CatBoost_Sensitive_Training_f1,Report_After_CatBoost_Sensitive_Testing_Accuracy,Report_After_CatBoost_Sensitive_Testing_precision,Report_After_CatBoost_Sensitive_Testing_recall,Report_After_CatBoost_Sensitive_Testing_f1,Fairness_Equal_Odd_Before_CatBoost_prediction_Training,Fairness_Equal_Odd_Before_CatBoost_prediction_Testing,Fairness_Equal_Odd_DNN_prediction_Training,Fairness_Equal_Odd_DNN_prediction_Testing,Fairness_Equal_Odd_After_CatBoost_prediction_Training,Fairness_Equal_Odd_After_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Training,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_DNN_prediction_Training,Fairness_Equal_Opportunity_DNN_prediction_Testing,Fairness_Equal_Opportunity_After_CatBoost_prediction_Training,Fairness_Equal_Opportunity_After_CatBoost_prediction_Testing,Fairness_Demographic_Parity_Before_CatBoost_prediction_Training,Fairness_Demographic_Parity_Before_CatBoost_prediction_Testing,Fairness_Demographic_Parity_DNN_prediction_Training,Fairness_Demographic_Parity_DNN_prediction_Testing,Fairness_Demographic_Parity_After_CatBoost_prediction_Training,Fairness_Demographic_Parity_After_CatBoost_prediction_Testing,Fairness_Treatment_Equality_Before_CatBoost_prediction_Training,Fairness_Treatment_Equality_Before_CatBoost_prediction_Testing,Fairness_Treatment_Equality_DNN_prediction_Training,Fairness_Treatment_Equality_DNN_prediction_Testing,Fairness_Treatment_Equality_After_CatBoost_prediction_Training,Fairness_Treatment_Equality_After_CatBoost_prediction_Testing
20,10/04/2024 19:12,German Credit,0,1,Demographic Parity,434,186,1,0.074193548,0.50921659,0.259301535,0.50921659,0.343624019,0.478494624,0.228957105,0.478494624,0.30971652,0.329493088,0.108565695,0.329493088,0.163318931,0.344086022,0.11839519,0.344086022,0.176172043,0.889400922,0.890760958,0.889400922,0.886235751,0.709677419,0.697318486,0.709677419,0.681133862,0.974654378,0.975577563,0.974654378,0.974382543,0.682795699,0.669913557,0.682795699,0.672889437,0.84562212,0.846100334,0.84562212,0.845496527,0.698924731,0.702632555,0.698924731,0.698750659,0.843317972,0.843660328,0.843317972,0.843327955,0.61827957,0.619504292,0.61827957,0.618445118,0.182421142,0.179157887,0.103407756,0.191385717,0.103407756,0.191385717,0.010270731,0.04978355,0,0,0,0.051406926,0.088309647,0.048882196,0,0,0.066534956,0.051778061,0.172150411,0.129374337,0,0,0.103407756,0.139978791
21,10/04/2024 19:12,German Credit,0,1,Demographic Parity,434,186,0.25,0.074193548,0.50921659,0.259301535,0.50921659,0.343624019,0.478494624,0.228957105,0.478494624,0.30971652,0.670506912,0.44957952,0.670506912,0.538255204,0.655913978,0.430223147,0.655913978,0.519620165,0.889400922,0.890760958,0.889400922,0.886235751,0.709677419,0.697318486,0.709677419,0.681133862,0.983870968,0.983853852,0.983870968,0.983856504,0.715053763,0.703064179,0.715053763,0.702513414,0.84562212,0.846100334,0.84562212,0.845496527,0.698924731,0.702632555,0.698924731,0.698750659,0.834101382,0.83495863,0.834101382,0.833889547,0.61827957,0.62408587,0.61827957,0.617119393,0.182421142,0.179157887,0.00792213,0.306912864,0.00792213,0.306912864,0.010270731,0.04978355,0,0,0.00596365,0.074675325,0.088309647,0.048882196,0,0,0.03050581,0.075176648,0.172150411,0.129374337,0,0,0.00596365,0.23223754
22,10/04/2024 19:12,German Credit,1,1,Demographic Parity,305,131,1,0,0.550819672,0.575911768,0.550819672,0.50845365,0.511450382,0.521740346,0.511450382,0.462720369,0.495081967,0.245106154,0.495081967,0.327883233,0.511450382,0.261581493,0.511450382,0.346133087,0.868852459,0.869474727,0.868852459,0.86882708,0.65648855,0.656803022,0.65648855,0.655684873,1,1,1,1,0.694656489,0.69462437,0.694656489,0.6944783,0.898360656,0.898508341,0.898360656,0.898347542,0.671755725,0.675404211,0.671755725,0.670373402,0.91147541,0.912331119,0.91147541,0.911422082,0.687022901,0.687936781,0.687022901,0.68647462,0.17899751,0.226130564,0,0.061172503,0,0.061172503,0.050281294,0.057657658,0,0,0,0.030630631,0.12121603,0.083216783,0,0,0.042655659,0.037762238,0.128716216,0.168472906,0,0,0,0.030630631
23,10/04/2024 19:12,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.544262295,0.575054129,0.544262295,0.489919588,0.534351145,0.592524349,0.534351145,0.45336045,0.495081967,0.245106154,0.495081967,0.327883233,0.511450382,0.261581493,0.511450382,0.346133087,0.868852459,0.869474727,0.868852459,0.86882708,0.65648855,0.656803022,0.65648855,0.655684873,1,1,1,1,0.72519084,0.729359842,0.72519084,0.724549362,0.898360656,0.898508341,0.898360656,0.898347542,0.671755725,0.675404211,0.671755725,0.670373402,0.931147541,0.931604208,0.931147541,0.931125328,0.687022901,0.687525392,0.687022901,0.686913449,0.17899751,0.226130564,0,0.11074868,0,0.11074868,0.050281294,0.057657658,0,0,0,0.069369369,0.12121603,0.083216783,0,0,0.042655659,0.1,0.128716216,0.168472906,0,0,0,0.069369369
24,10/04/2024 19:13,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.67,0.4489,0.67,0.53760479,0.736666667,0.542677778,0.736666667,0.624964811,0.701428571,0.492002041,0.701428571,0.57833993,0.696666667,0.485344444,0.696666667,0.572115259,0.81,0.80814139,0.81,0.794405118,0.74,0.721919836,0.74,0.714733993,0.917142857,0.92046818,0.917142857,0.914045571,0.666666667,0.632300917,0.666666667,0.640915252,0.802857143,0.815603478,0.802857143,0.783515433,0.736666667,0.696629073,0.736666667,0.696399363,0.715714286,0.782886546,0.715714286,0.636366215,0.743333333,0.706111111,0.743333333,0.665738754,0.068348406,0.084248494,0.093220857,0.17319477,0.093220857,0.17319477,0.018591834,0.012117347,0,0,0.017466232,0.019642857,0.056600116,0.044160605,0,0,0.035859663,0.051377513,0.049756573,0.072131148,0,0,0.075754625,0.153551913
25,10/04/2024 19:13,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.67,0.4489,0.67,0.53760479,0.736666667,0.542677778,0.736666667,0.624964811,0.701428571,0.492002041,0.701428571,0.57833993,0.696666667,0.485344444,0.696666667,0.572115259,0.81,0.80814139,0.81,0.794405118,0.74,0.721919836,0.74,0.714733993,0.887142857,0.898895122,0.887142857,0.879107435,0.693333333,0.655052635,0.693333333,0.654201952,0.802857143,0.815603478,0.802857143,0.783515433,0.736666667,0.696629073,0.736666667,0.696399363,0.73,0.769402174,0.73,0.668909342,0.736666667,0.685472813,0.736666667,0.669833508,0.068348406,0.084248494,0.055100775,0.183872811,0.055100775,0.183872811,0.018591834,0.012117347,0,0,0.008849558,0.030867347,0.056600116,0.044160605,0,0,0.020158946,0.04599347,0.049756573,0.072131148,0,0,0.046251217,0.153005464
26,10/04/2024 19:13,German Credit,1,0,Demographic Parity,420,180,1,0.147371868,0.669047619,0.447624717,0.669047619,0.536383398,0.677777778,0.459382716,0.677777778,0.547608536,0.50952381,0.259614512,0.50952381,0.343968755,0.477777778,0.228271605,0.477777778,0.308939014,0.883333333,0.883686153,0.883333333,0.8832638,0.744444444,0.754365678,0.744444444,0.743432844,0.995238095,0.995283883,0.995238095,0.995238419,0.794444444,0.796938986,0.794444444,0.794488856,0.873809524,0.880657738,0.873809524,0.867608015,0.783333333,0.779430479,0.783333333,0.767970871,0.847619048,0.860644881,0.847619048,0.836541109,0.733333333,0.718904321,0.733333333,0.713155228,0.131373262,0.056798104,0.004212454,0.14251239,0.004212454,0.14251239,0.087417219,0.004761905,0,0,0,0.09047619,0.17053688,0.054267948,0,0,0.138047569,0.026286037,0.087417219,0.052036199,0,0,0.004212454,0.09047619
27,10/04/2024 19:13,German Credit,1,0,Demographic Parity,420,180,0.25,0.147371868,0.669047619,0.447624717,0.669047619,0.536383398,0.677777778,0.459382716,0.677777778,0.547608536,0.49047619,0.240566893,0.49047619,0.322805416,0.522222222,0.272716049,0.522222222,0.358313058,0.883333333,0.883686153,0.883333333,0.8832638,0.744444444,0.754365678,0.744444444,0.743432844,0.992857143,0.992867677,0.992857143,0.992856778,0.761111111,0.763519136,0.761111111,0.761162725,0.873809524,0.880657738,0.873809524,0.867608015,0.783333333,0.779430479,0.783333333,0.767970871,0.85952381,0.870307845,0.85952381,0.850653616,0.738888889,0.725922277,0.738888889,0.717847315,0.131373262,0.056798104,0.023464064,0.075727214,0.023464064,0.075727214,0.087417219,0.004761905,0,0,0.011559302,0.021428571,0.17053688,0.054267948,0,0,0.138124376,0.102600339,0.087417219,0.052036199,0,0,0.011904762,0.054298643
28,10/04/2024 19:14,German Credit,0,1,Demographic Parity,434,186,1,0.012903226,0.548387097,0.567745964,0.548387097,0.513642081,0.537634409,0.552935437,0.537634409,0.50162014,0.707373272,0.500376946,0.707373272,0.586136557,0.704301075,0.496040005,0.704301075,0.582103728,0.866359447,0.871115785,0.866359447,0.857399595,0.747311828,0.729397616,0.747311828,0.726875658,0.993087558,0.993154452,0.993087558,0.993063053,0.76344086,0.758830557,0.76344086,0.76075612,0.84562212,0.846217665,0.84562212,0.845555703,0.715053763,0.719339623,0.715053763,0.71365498,0.877880184,0.878853688,0.877880184,0.877801684,0.666666667,0.674748454,0.666666667,0.662767575,0.026443124,0.285301735,0.016873449,0.170884671,0.016873449,0.170884671,0.013539898,0.016783217,0,0,0,0.155011655,0.013824885,0.064516129,0,0,0.01843318,0.11827957,0.013539898,0.268518519,0,0,0.016873449,0.155011655
29,10/04/2024 19:14,German Credit,0,1,Demographic Parity,434,186,0.25,0.012903226,0.502304147,0.502323888,0.502304147,0.501244972,0.47311828,0.473105842,0.47311828,0.473057354,0.707373272,0.500376946,0.707373272,0.586136557,0.704301075,0.496040005,0.704301075,0.582103728,0.866359447,0.871115785,0.866359447,0.857399595,0.747311828,0.729397616,0.747311828,0.726875658,1,1,1,1,0.817204301,0.814925586,0.817204301,0.803375785,0.84562212,0.846217665,0.84562212,0.845555703,0.715053763,0.719339623,0.715053763,0.71365498,0.905529954,0.906574689,0.905529954,0.905469227,0.682795699,0.694704433,0.682795699,0.67787008,0.026443124,0.285301735,0,0.07031672,0,0.07031672,0.013539898,0.016783217,0,0,0,0.016083916,0.013824885,0.064516129,0,0,0.013824885,0.032258065,0.013539898,0.268518519,0,0,0,0.054232804
30,10/04/2024 19:14,German Credit,1,1,Demographic Parity,305,131,1,0,0.518032787,0.268357968,0.518032787,0.353560174,0.458015267,0.209777985,0.458015267,0.287758283,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.898360656,0.898456049,0.898360656,0.898321261,0.748091603,0.750858556,0.748091603,0.748385459,1,1,1,1,0.709923664,0.70985792,0.709923664,0.708382163,0.872131148,0.87217743,0.872131148,0.872144908,0.687022901,0.699773192,0.687022901,0.68654861,0.908196721,0.908196721,0.908196721,0.908196721,0.603053435,0.620636169,0.603053435,0.600130617,0.105877456,0.170247925,0,0.098422214,0,0.098422214,0.07987013,0.088362069,0,0,0,0.035560345,0.014638767,0.068544601,0,0,0.01748041,0.036619718,0.07987013,0.088362069,0,0,0,0.062861869
31,10/04/2024 19:14,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.518032787,0.268357968,0.518032787,0.353560174,0.458015267,0.209777985,0.458015267,0.287758283,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.898360656,0.898456049,0.898360656,0.898321261,0.748091603,0.750858556,0.748091603,0.748385459,1,1,1,1,0.72519084,0.727183758,0.72519084,0.725511579,0.872131148,0.87217743,0.872131148,0.872144908,0.687022901,0.699773192,0.687022901,0.68654861,0.914754098,0.9149596,0.914754098,0.914698982,0.618320611,0.633602396,0.618320611,0.616538727,0.105877456,0.170247925,0,0.165598885,0,0.165598885,0.07987013,0.088362069,0,0,0,0.157327586,0.014638767,0.068544601,0,0,0.01748041,0.054460094,0.07987013,0.088362069,0,0,0,0.157327586
32,10/04/2024 19:15,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.674285714,0.454661224,0.674285714,0.543110678,0.726666667,0.528044444,0.726666667,0.611634492,0.307142857,0.094336735,0.307142857,0.144340359,0.283333333,0.080277778,0.283333333,0.125108225,0.812857143,0.818940887,0.812857143,0.794668709,0.743333333,0.719322721,0.743333333,0.715798868,0.895714286,0.900606812,0.895714286,0.890864576,0.71,0.6778,0.71,0.683321386,0.778571429,0.794441928,0.778571429,0.749706909,0.753333333,0.730396825,0.753333333,0.729998909,0.751428571,0.803553571,0.751428571,0.69770555,0.726666667,0.672773893,0.726666667,0.648300265,0.013478402,0.160455697,0.048040771,0.194005507,0.048040771,0.194005507,0.006085193,0.146114106,0,0,0.003042596,0.102088949,0.038470116,0.107854106,0,0,0.044788879,0.10628776,0.007393209,0.146114106,0,0,0.044998175,0.102088949
33,10/04/2024 19:15,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.674285714,0.454661224,0.674285714,0.543110678,0.726666667,0.528044444,0.726666667,0.611634492,0.692857143,0.48005102,0.692857143,0.567148885,0.716666667,0.513611111,0.716666667,0.598381877,0.812857143,0.818940887,0.812857143,0.794668709,0.743333333,0.719322721,0.743333333,0.715798868,0.867142857,0.885281511,0.867142857,0.855387955,0.703333333,0.655281987,0.703333333,0.658438436,0.778571429,0.794441928,0.778571429,0.749706909,0.753333333,0.730396825,0.753333333,0.729998909,0.741428571,0.796056608,0.741428571,0.681131503,0.716666667,0.646636181,0.716666667,0.642033106,0.013478402,0.160455697,0.047685931,0.09739891,0.047685931,0.09739891,0.006085193,0.146114106,0,0,0.005882353,0.091531896,0.038470116,0.107854106,0,0,0.058281296,0.069814276,0.007393209,0.146114106,0,0,0.041803578,0.091531896
34,10/04/2024 19:16,German Credit,1,0,Demographic Parity,420,180,1,0.072564321,0.688095238,0.473475057,0.688095238,0.560957754,0.655555556,0.429753086,0.655555556,0.519164802,0.49047619,0.240566893,0.49047619,0.322805416,0.522222222,0.272716049,0.522222222,0.358313058,0.883333333,0.883331443,0.883333333,0.883327378,0.694444444,0.695799207,0.694444444,0.694585945,0.99047619,0.99047619,0.99047619,0.99047619,0.694444444,0.696679438,0.694444444,0.694510462,0.895238095,0.902178523,0.895238095,0.889965423,0.744444444,0.753675856,0.744444444,0.712263374,0.842857143,0.865494623,0.842857143,0.826111607,0.694444444,0.691711162,0.694444444,0.636886588,0.118178604,0.159276998,0.016993067,0.314822432,0.016993067,0.314822432,0.098812406,0.104978355,0,0,0.010146431,0.242424242,0.01175414,0.065336249,0,0,0.05826884,0.196008748,0.098812406,0.104978355,0,0,0.010146431,0.242424242
35,10/04/2024 19:16,German Credit,1,0,Demographic Parity,420,180,0.25,0.072564321,0.688095238,0.473475057,0.688095238,0.560957754,0.655555556,0.429753086,0.655555556,0.519164802,0.50952381,0.259614512,0.50952381,0.343968755,0.477777778,0.228271605,0.477777778,0.308939014,0.883333333,0.883331443,0.883333333,0.883327378,0.694444444,0.695799207,0.694444444,0.694585945,0.985714286,0.985755784,0.985714286,0.985712665,0.722222222,0.72635582,0.722222222,0.722050733,0.895238095,0.902178523,0.895238095,0.889965423,0.744444444,0.753675856,0.744444444,0.712263374,0.861904762,0.874989205,0.861904762,0.851117368,0.694444444,0.676858238,0.694444444,0.667603082,0.118178604,0.159276998,0.017543518,0.158145776,0.017543518,0.158145776,0.098812406,0.104978355,0,0,0.003459011,0.104978355,0.01175414,0.065336249,0,0,0.06244222,0.072170585,0.098812406,0.104978355,0,0,0.014084507,0.104978355
36,10/04/2024 19:16,German Credit,0,1,Demographic Parity,434,186,1,0.103225806,0.502304147,0.252309457,0.502304147,0.335896638,0.494623656,0.244652561,0.494623656,0.327376808,0.271889401,0.559499752,0.271889401,0.123261168,0.338709677,0.444775596,0.338709677,0.180621131,0.891705069,0.903440627,0.891705069,0.882401381,0.758064516,0.772100857,0.758064516,0.726605618,0.988479263,0.988461273,0.988479263,0.988463612,0.811827957,0.812678122,0.811827957,0.801866884,0.857142857,0.857252131,0.857142857,0.857124651,0.704301075,0.705063964,0.704301075,0.704172834,0.873271889,0.874204297,0.873271889,0.873175591,0.688172043,0.694482737,0.688172043,0.686141535,0.024388987,0.053556341,0.043858505,0.312673151,0.043858505,0.312673151,0.005847953,0.044297082,0.01369863,0.017241379,0.001001362,0.090450928,0.066046551,0.003237743,0.004672103,0.000231267,0.094631329,0.059435708,0.018541033,0.044297082,0.021276596,0.037037037,0.042857143,0.222222222
37,10/04/2024 19:16,German Credit,0,1,Demographic Parity,434,186,0.25,0.103225806,0.502304147,0.252309457,0.502304147,0.335896638,0.494623656,0.244652561,0.494623656,0.327376808,0.730414747,0.533505702,0.730414747,0.61662177,0.661290323,0.437304891,0.661290323,0.52646414,0.891705069,0.903440627,0.891705069,0.882401381,0.758064516,0.772100857,0.758064516,0.726605618,0.993087558,0.993152362,0.993087558,0.993058949,0.822580645,0.820422201,0.822580645,0.816827716,0.857142857,0.857252131,0.857142857,0.857124651,0.704301075,0.705063964,0.704301075,0.704172834,0.866359447,0.867449645,0.866359447,0.866240125,0.688172043,0.689862466,0.688172043,0.687738949,0.024388987,0.053556341,0.007294833,0.292297868,0.007294833,0.292297868,0.005847953,0.044297082,0,0,0,0.088594164,0.066046551,0.003237743,0,0,0.103805641,0.058741906,0.018541033,0.044297082,0,0,0.007294833,0.203703704
38,10/04/2024 19:17,German Credit,1,1,Demographic Parity,305,131,1,0,0.501639344,0.251642032,0.501639344,0.335156418,0.496183206,0.246197774,0.496183206,0.329101106,0.481967213,0.232292395,0.481967213,0.313491948,0.541984733,0.293747451,0.541984733,0.380999169,0.91147541,0.912731486,0.91147541,0.911303378,0.770992366,0.771834595,0.770992366,0.771233709,1,1,1,1,0.687022901,0.696779916,0.687022901,0.687022901,0.878688525,0.883412265,0.878688525,0.878288083,0.65648855,0.66147047,0.65648855,0.654273776,0.908196721,0.908263,0.908196721,0.9081908,0.641221374,0.642258255,0.641221374,0.640802851,0.087030334,0.067612212,0,0.185762702,0,0.185762702,0.040885041,0.035714286,0,0,0,0.133928571,0.023262814,0.037762238,0,0,0.029626763,0.006993007,0.046145293,0.035714286,0,0,0,0.133928571
39,10/04/2024 19:17,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.501639344,0.251642032,0.501639344,0.335156418,0.496183206,0.246197774,0.496183206,0.329101106,0.518032787,0.268357968,0.518032787,0.353560174,0.458015267,0.209777985,0.458015267,0.287758283,0.91147541,0.912731486,0.91147541,0.911303378,0.770992366,0.771834595,0.770992366,0.771233709,1,1,1,1,0.709923664,0.713916618,0.709923664,0.710431501,0.878688525,0.883412265,0.878688525,0.878288083,0.65648855,0.66147047,0.65648855,0.654273776,0.918032787,0.919478518,0.918032787,0.9179534,0.595419847,0.601425685,0.595419847,0.590411782,0.087030334,0.067612212,0,0.079573935,0,0.079573935,0.040885041,0.035714286,0,0,0,0.035714286,0.023262814,0.037762238,0,0,0.029626763,0.068764569,0.046145293,0.035714286,0,0,0,0.043859649
40,10/04/2024 19:17,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.688571429,0.474130612,0.688571429,0.561576021,0.693333333,0.480711111,0.693333333,0.567769029,0.721428571,0.520459184,0.721428571,0.604682869,0.65,0.4225,0.65,0.512121212,0.828571429,0.841116316,0.828571429,0.806076567,0.66,0.629816306,0.66,0.612102368,0.904285714,0.906682265,0.904285714,0.89985602,0.653333333,0.628543372,0.653333333,0.628673051,0.781428571,0.789310662,0.781428571,0.753174057,0.756666667,0.751751891,0.756666667,0.723299469,0.734285714,0.778978355,0.734285714,0.663332616,0.703333333,0.679124453,0.703333333,0.615403559,0.13157594,0.055404539,0.078886147,0.118723831,0.078886147,0.118723831,0.016191325,0.00212585,0,0,0.009655377,0.086309524,0.033061784,0.044105351,0,0,0.007270928,0.063754181,0.115384615,0.053278689,0,0,0.069230769,0.086309524
41,10/04/2024 19:17,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.688571429,0.474130612,0.688571429,0.561576021,0.693333333,0.480711111,0.693333333,0.567769029,0.721428571,0.520459184,0.721428571,0.604682869,0.65,0.4225,0.65,0.512121212,0.828571429,0.841116316,0.828571429,0.806076567,0.66,0.629816306,0.66,0.612102368,0.928571429,0.930895658,0.928571429,0.926010893,0.64,0.609698882,0.64,0.610538005,0.781428571,0.789310662,0.781428571,0.753174057,0.756666667,0.751751891,0.756666667,0.723299469,0.768571429,0.786695853,0.768571429,0.729476155,0.72,0.697682441,0.72,0.672686357,0.13157594,0.055404539,0.166615819,0.119468987,0.166615819,0.119468987,0.016191325,0.00212585,0,0,0.020461973,0.086309524,0.033061784,0.044105351,0,0,0.005957593,0.08298495,0.115384615,0.053278689,0,0,0.146153846,0.086309524
42,10/04/2024 19:18,German Credit,1,0,Demographic Parity,420,180,1,0,0.69047619,0.47675737,0.69047619,0.564050973,0.688888889,0.474567901,0.688888889,0.561988304,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,0.854761905,0.855414707,0.854761905,0.854695183,0.716666667,0.717985343,0.716666667,0.71623752,0.992857143,0.992868319,0.992857143,0.992857102,0.722222222,0.726244344,0.722222222,0.720982143,0.885714286,0.895859412,0.885714286,0.878563632,0.727777778,0.708503524,0.727777778,0.701129777,0.861904762,0.867874094,0.861904762,0.853264389,0.722222222,0.705972222,0.722222222,0.674038382,0.073811254,0.423034222,0.014111964,0.083823145,0.014111964,0.083823145,0.042358895,0.154094828,0,0,0.006711409,0.011853448,0.035809019,0.160138249,0,0,0.036870027,0.006912442,0.042358895,0.268939394,0,0,0.007400555,0.071969697
43,10/04/2024 19:18,German Credit,1,0,Demographic Parity,420,180,0.25,0,0.69047619,0.47675737,0.69047619,0.564050973,0.688888889,0.474567901,0.688888889,0.561988304,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,0.854761905,0.855414707,0.854761905,0.854695183,0.716666667,0.717985343,0.716666667,0.71623752,0.995238095,0.995283019,0.995238095,0.995237987,0.766666667,0.768790443,0.766666667,0.766204849,0.885714286,0.895859412,0.885714286,0.878563632,0.727777778,0.708503524,0.727777778,0.701129777,0.842857143,0.868527894,0.842857143,0.825009507,0.722222222,0.72021419,0.722222222,0.659003831,0.073811254,0.423034222,0.007400555,0.08852534,0.007400555,0.08852534,0.042358895,0.154094828,0,0,0,0.050646552,0.035809019,0.160138249,0,0,0.040318302,0.065092166,0.042358895,0.268939394,0,0,0.007400555,0.050646552
44,10/04/2024 19:18,German Credit,0,1,Demographic Parity,434,186,1,0.022580645,0.566820276,0.566970333,0.566820276,0.566304422,0.569892473,0.573527293,0.569892473,0.566285281,0.675115207,0.455780543,0.675115207,0.544178145,0.752688172,0.566539484,0.752688172,0.646480639,0.880184332,0.883896624,0.880184332,0.875256429,0.817204301,0.812361324,0.817204301,0.814337147,0.986175115,0.986452538,0.986175115,0.986094903,0.822580645,0.821317268,0.822580645,0.821921506,0.834101382,0.834229021,0.834101382,0.834094336,0.715053763,0.715045679,0.715053763,0.715029048,0.822580645,0.824509645,0.822580645,0.822275816,0.655913978,0.658135297,0.655913978,0.655116837,0.205340353,0.098851661,0.086956522,0.131995451,0.086956522,0.131995451,0.007876585,0.039804042,0,0,0,0.11104307,0.080615019,0.026364477,0,0,0.044342508,0.058973173,0.197463768,0.059047619,0,0,0.086956522,0.11104307
45,10/04/2024 19:18,German Credit,0,1,Demographic Parity,434,186,0.25,0.022580645,0.502304147,0.252309457,0.502304147,0.335896638,0.494623656,0.244652561,0.494623656,0.327376808,0.675115207,0.455780543,0.675115207,0.544178145,0.752688172,0.566539484,0.752688172,0.646480639,0.880184332,0.883896624,0.880184332,0.875256429,0.817204301,0.812361324,0.817204301,0.814337147,0.997695853,0.99770369,0.997695853,0.997693715,0.849462366,0.847421282,0.849462366,0.848323547,0.834101382,0.834229021,0.834101382,0.834094336,0.715053763,0.715045679,0.715053763,0.715029048,0.880184332,0.880968276,0.880184332,0.88010794,0.677419355,0.67903976,0.677419355,0.676971326,0.205340353,0.098851661,0.014492754,0.143075263,0.014492754,0.143075263,0.007876585,0.039804042,0,0,0,0.068789549,0.080615019,0.026364477,0,0,0.021406728,0.048103608,0.197463768,0.059047619,0,0,0.014492754,0.074285714
46,10/04/2024 19:19,German Credit,1,1,Demographic Parity,305,131,1,0,0.51147541,0.261607095,0.51147541,0.346161232,0.473282443,0.223996271,0.473282443,0.304077839,0.495081967,0.245106154,0.495081967,0.327883233,0.511450382,0.261581493,0.511450382,0.346133087,0.885245902,0.885372895,0.885245902,0.885223689,0.732824427,0.738130438,0.732824427,0.731981947,0.993442623,0.993526692,0.993442623,0.993441918,0.717557252,0.718310285,0.717557252,0.717557252,0.855737705,0.855737705,0.855737705,0.855737705,0.625954198,0.629539023,0.625954198,0.625954198,0.904918033,0.905674599,0.904918033,0.904817654,0.603053435,0.605865247,0.603053435,0.603192228,0.034135655,0.307999348,0.025641026,0.21277289,0.025641026,0.21277289,0.002699055,0.018572825,0,0,0,0.047898338,0.009163655,0.166900421,0,0,0.002753399,0.070126227,0.0314366,0.289426523,0,0,0.025641026,0.164874552
